Tweets,Category
"#Bengaluru, if watching a classic movie in the open air has always been your dream, we've got just the right thing for you. Take part in the contest on our Instagram stories to stand a chance to win couple passes. #SteppinOutWithOla
More: https://t.co/RiZZTwhsk6 https://t.co/m7xIfxHVB1",1
Thanks a lot @Olacabs for giving me once in a lifetime chance to drive around with the F1 Legend @F1MikaHakkinen ! Always remember #PeekeMatChala Call an Ola ! https://t.co/HGvDJbmE3d,1
@RoyalDMall Oops. Let's blame this on #Movember,0
"Just like you are there for them, we are #ThereForYou. 
#HappyChildrensDay https://t.co/s4nCkRwHzf",1
Simply outstanding and very well timed message. Kudos2@Olacabs for promoting shared mobility and not only ola share. @ArvindKejriwal @bhash https://t.co/qELpgEzqy1,1
"We are #ThereForYou, just like how you're there for them! 
Happy #ChildrensDay https://t.co/XqJCalAp8a",1
#Delhi Ola Share rides are now at a flat fare of ?35. #FarakPadtaHai #PledgeAgainstPollution https://t.co/rOGTo3fZEb,1
10 days to go for #OLASunburnArena with @KygoMusic : https://t.co/LznPau1Yi2 - Grab your tickets today on @bookmyshow,0
"*Contest Alert* #Mumbai, stand a chance to win tickets to Ed Sheeran live in Mumbai. 50 RTs to begin the contest. #SheerLeadingWithOla @bookmyshow",1
"#Mumbai, share a selfie video of you singing an Ed Sheeran song, in an Ola Play ride to win a couple pass to his concert in Mumbai. #SheerLeadingWithOla 
@bookmyshow https://t.co/xqGRNftCA3",1
"Aye Aye Captain! Let's do things that are in our control. If Virat's tweet reaches 5000 RTs, we'll give free share rides once a week for the rest of the year to all new users who switch to #OlaShare. What say Delhi, care to share? RT @imVkohli &amp; make a difference. #FarakPadtaHai https://t.co/IUT7bWmg93",1
Be the change u want to see... He s born and brought up in Delhi...he cares and we all must care to... @imVkohli #MujheFarakPadtaHai https://t.co/eYGDp7Z2yM,1
"#WomenPower #MainKarSaktiHai Ola's women driver partners conversed with 'Tumhari Sulu' star, @Vidya_Balan about work, life &amp; everything in between. 
Thanks for being a true inspiration for women across the country &amp; all the best for #TumhariSulu that's releasing today! https://t.co/qPHd7DYRc2",1
"@imVkohli .@imVkohli #Delhi heard you, so did we! From next week, we are launching #ShareWednesdays : For every ?new user who switches to #OlaShare, their ride is on us. Dilli wallon, Share karke dekho, kyunki har ek step se #FarakPadtaHai",1
".@imVkohli #Delhi heard you, so did we! From next week, we are launching #ShareWednesdays : For every ?new user who switches to #OlaShare in Delhi, their ride is on us. Dilli wallon, Share karke dekho, kyunki har ek step se #FarakPadtaHai",1
"@nitin_cul @bookmyshow Congrats Nitin! You have won a couple pass to the Ed Sheeran Live concert in Mumbai. DM us your full name, email ID and phone number. #SheerLeadingWithOla",1
Get ready to groove to the super hit numbers of @KygoMusic in #Hyderabad &amp; #Mumbai live on 24th &amp; 26th of Nov! #OlaSunburn https://t.co/sRIAAWVN6X,1
"'Tumhari Sulu' star @Vidya_Balan interacts with our women driver partners and has a message for all of us. 
#WomenPower #MainKarSaktiHai https://t.co/7GbcXeNlOr",0
Heading to the #EdSheeran Live in Mumbai? Book an Ola Rental and ensure that you don't drink and drive. Check out Olas Booth at the venue to win Ola vouchers! #PeekeMatChala,1
"IndianOil in collaboration with @Olacabs, has taken a big leap towards contributing to the vision of Green India by launching the countrys first electric charging station at one of its petrol stations in Nagpur today.

https://t.co/5C5h3W3n3b @dpradhanbjp @ChairmanIOCL",1
.@KygoMusic all set to play at #Hyderabad &amp; #Mumbai on 24th &amp; 26th Nov! Stay tuned to win tickets to the concert. #OlaSunburn https://t.co/frQ4glzeoi,1
"Want to share a ride with stars of FukreyReturns?
Follow the instructions in the video to participate in the #OlaShareWithFukrey contest. https://t.co/LoBJt8Lxdc",1
"*Contest Alert* #Hyderabad &amp; #Mumbai, stand a chance to win tickets to Kygo Live. 
100 RTs to begin the contest. #OlaSunburn",1
*Contest Alert* @ContestBoard @C0NTESTINDIA @Contest_Hub @thefreejinn @Contest_Alert @ContestsInIndia #OlaSunburn https://t.co/3YgALwqLUA,0
Share your craziest dance move and win tickets to @KygoMusic live in #Hyderabad and #Mumbai. #OlaSunburn https://t.co/efumA9Vqjo,1
"#Delhi Launching #ShareWednesdays  an exclusive offer for all new Share users! 
Use code 'WEDSHARE' and your first ride is on us.
Dilli wallon, Share karke dekho, kyunki har ek step se #FarakPadtaHai
Learn more - https://t.co/DvSQMwwHYV https://t.co/yrkE9VSHSU",1
Are you an AR Rahman fan? RT to show your love. #SayOlaToRahman https://t.co/Q63LQQt5fI,1
"Want to win passes to Rahman Encore concert? Complete the following steps:
1. Fill your tweet with hits of AR Rahman
2. Use #SayOlaToRahman
3. Like and RT this tweet
4. Tag your city name",1
"@Ask_ruchika @KygoMusic Congrats Ruchika, you have won couple passes to the Kygo's concert, Hyderabad. Please share your phone number and email ID. #OlaSunburn",1
"@marooashish @RichaChadha @varunsharma90 @MoizBorker @djshivamanuja @BADSHAH_MEHUL Congrats, Ashish. You're the lucky winner of #OlaShareWithFukrey. Please DM us your details.",1
@suvodipmoitra @marooashish @RichaChadha @varunsharma90 @MoizBorker @djshivamanuja @BADSHAH_MEHUL Sorry for the miss. We have sent the other ticket as well.,1
"@sambitrocks @Nehaoldschool Congrats!! You've been selected as one of the lucky winners to share a ride with the stars of #FukreyReturns. Please DM your phone number &amp; email, and we'll update you with further details.",1
@ShahMaithil @KygoMusic Congrats ??!!  You've been selected as one of the winners of #OlaSunburn. Please check your DM for further details.,1
@sakshi_forever @KygoMusic Congrats ??!!  You've been selected as one of the winners of #OlaSunburn. Please check your DM for further details.,1
@PratishV @KygoMusic Congrats ??!!  You've been selected as one of the winners of #OlaSunburn. Please check your DM for further details.,1
@danesh_john @KygoMusic Congrats ??!!  You've been selected as one of the winners of #OlaSunburn. Please check your DM for further details.,1
@apahuja4 @KygoMusic Congrats ??!!  You've been selected as one of the winners of #OlaSunburn. Please check your DM for further details.,1
@Edm_girl07 @KygoMusic Congrats ??!!  You've been selected as one of the winners of #OlaSunburn. Please check your DM for further details.,1
@anirudhchaudhr1 @KygoMusic Congrats ??!!  You've been selected as one of the winners of #OlaSunburn. Please check your DM for further details.,1
@p_a_a_n_k_a_j @KygoMusic Congrats ??!!  You've been selected as one of the winners of #OlaSunburn. Please check your DM for further details.,1
"@arpits123 The Shuttles for the kids is on us ??
Please DM your details and we'll get in touch to make the arrangements.",1
@MalayShah93 That doesn't sound right. Please share the registered email id over DM with the shared number for further checks on your concern.,1
"#Delhi If you haven't taken an Ola Share yet, take one today and do your bit to help reduce pollution &amp; congestion in the city. 
Use code 'SHAREWEDNESDAYS' and your first Share ride is on us! #ShareWednesdays #FarakPadtaHai https://t.co/ExP7Yw9Tcm",1
@anu0320 This is definitely not the Ola experience wed like you to have. Please share your booking id over DM and well look into this immediately. https://t.co/vYtdAwHjZH,1
"Generally hate the long ETAs of cabs at #Blore airport. But today, ETA of my cab was zero seconds. 

Thanks to reverse matching or whatever the technical #buzzword for it is(screenshot).

Simple(in hindsight) but super effective solution @Olacabs.
Cc: @bhash, @tinucherian https://t.co/0RIphXjY04",1
We @Olacabs are proud to stand up in support of our armed forces. We appeal to you to join us in making your contribution to the welfare of the families of brave martyrs &amp; war-disabled personnel here: https://t.co/P3YAS6xPCn #ArmedForcesWeek @nsitharaman @DefenceMinIndia,1
Thank those who protect the honour of the nation this #ArmedForcesWeek. Wear Armed Forces Flag with pride between 1-7 Dec. To contribute to the welfare of ex-servicemen &amp; their families and get a printable version of the flag go to https://t.co/2EASWvc2ow Jai Hind! @nsitharaman https://t.co/41y9tiQTB9,1
"Introducing Ola Pedal - a quick, green, and smart way to cover short distances. Pedal is Indias first-of-its-kind bicycle sharing service, available on the Ola app that you love and use every day! Coming soon to your city. #StayTuned #PedalOn https://t.co/voXJRVdJTN",1
"Ola Mini
Ola Prime
Ola Micro
Ola Share
Ola Lux
Ola Auto
Ola Shuttle
Ola Play
Ola Bike
Ola Rentals
Ola Outstation
Ola E-rick
Ola Electric
Ola Pedal 

7 years done, but miles to go... 
Thank you for joining us in this incredible journey! #O7A",1
@vipertweetz :) That was a one time service. But glad you remembered it!,1
@Being_Humor #O7A https://t.co/o9TRAHzNDb,0
"@BharatMaheshw16 Throwback to #OlaAir #O7A 
https://t.co/2kTPNx8si9",0
"Pollution can have many causes, but the solution is in our hands- let's switch to greener modes of commute whenever possible #MujheFarakPadtaHai https://t.co/0iheuM9CEy",1
@sanjanah @Uber_SL We are coming.,0
Be a part of the #FarakPadtaHai initiative by @olacabs? and tune in to Republic TV today at 3.30 pm as we discuss the problem of growing congestion and pollution in the cities. https://t.co/OwzdusCENQ,0
"@pankajontech Ola Cafe, Ola store- will always be a part of the Ola family.",0
"We are celebrating our birthday week, #O7A ??And we have a lot of surprises just for you for the entire week. 
#StayTuned for more. 
#MondayMotivation https://t.co/MshLYRfsoz",1
"@dharmubaba Thanks, Dharmesh ??",1
"@Monsoonaradhana Thanks, Aradhana! #PedalOn",1
@Flipkart Thanks! Sending you our birthday wish list shortly ?? @Flipkart!,1
"Show us the screenshot of your Ola ride fare, which adds up to 7 and win Ola goodies! #O7A
Example: Fare ?169 = 1 + 6 + 9 = 16 =&gt; 1 + 6 = 7!
*Tada* You are a winner! https://t.co/psfAjI34lx",1
"@comeonshiv Congrats, Shivam! You're a winner!! #O7A Check your DM for your Ola goodies.",1
"@amanvig2610 Awesome, Aman. Please check your DM for your surprise gift. #O7A",1
"@miltonraj5 Congrats, Milton. Please check the DM for your surprise gift. #O7A",1
"@sUmAnScRiBbLeS Congrats, Suman! Please check the DM for your surprise gift. #O7A",1
"@Vijay_Rock7 Congrats, Vijay. Please check your DM for your surprise. #O7A",1
"@AmitVishnani1 Congrats, VIshani. Please check your DM for your surprise. #O7A",1
"@Insert_Smiley Congrats, Santosh. Please check your DM for your surprise. #O7A",1
"@iyengarrukmani Congrats, Rukmani. Please check your DM for your surprise. #O7A",1
"@Deepakberiwala Congrats, Deepak. Please check your DM for your surprise. #O7A",1
"@cool_vand Congrats, Vandana. Please check your DM for your surprise. #O7A",1
"@VyavharAgarwal @anshumanjohriAJ @Sunnysaharan111 @SunilDSouza619 @nikunjbajoria @PrernaJ54110576 @blessedkamal @brajeshjee @sonia0690 Congrats, Vyavhar. Please check your DM for your surprise. #O7A",1
"@Being_royals Congrats, Satish. Please check your DM for your surprise. #O7A",1
"@swiggy_in Sure, are you treating?",1
"You will not believe what happened in this Ola share ride!
#OlaShareWithFukreyReturns https://t.co/H8URrYlGVG",1
"""Little drops of water make the mighty ocean"". Do your share, Delhi! 
#FarakPadtaHai #WednesdayWisdom 
#ShareWednesdays 
https://t.co/miI8Jeb2ZA https://t.co/aKa0sm1oYU",1
"We're proud to announce that Ola Sainiks, the division of Ola partners comprising of ex-army men, will act as the brand ambassadors in the awareness drive towards #ArmedForcesFlagDay.
Here is brigadier M.H. Rizvi from @KSBSectt flagging off the cabs. https://t.co/JT0iORWdfh",1
"@Krishna96950409 Hi Krishna, sorry about that. We had run out the #O7A surprise gifts faster than we had anticipated. 
Please hold on, we're fixing up something just for you.",1
"@skiy7 @UberINSupport Wise choice, Sampath ??#AutoBoleTohOlaAuto",1
"@Navnith_NR @prashantbarca We know, right! ?? #AutoBoleTohOlaAuto",0
@Krishna96950409 Please check your DM.,1
#ArmedForcesFlagDay we salute the valour of our armed forces Jai Hind @DefenceMinIndia @nsitharaman https://t.co/BgTg9QcHlc,0
"Proud to stand by our brave martyrs &amp; ex-servicemen on #ArmedForcesFlagDay. Throughout this week, Ola employees, driver partners &amp; customers have mobilized contributions for #ArmedForcesFlagDayFund to support our veterans #SupportOurTroops 
@DefenceMinIndia @nsitharaman @KSBSectt https://t.co/EX44ayYABh",1
"We were half way to Pune from Bombay when our @Olacabs driver, Tushar Mali, got a call that his brother suddenly passed away in an accident. He cried for a minute and dropped us to our destination although we insisted he bounce. His brother had just become a dad this week.",0
"@akashiyr Thanks for letting us know, Akash. We are proud to know about the professional attitude and service provided by Mr.Tushar.
Please share the CRN to help us convey our condolences and show our support for Tushar.",1
"Think Auto, Think Ola Auto. 
Send in your whacky versions of #BulayaKya memes &amp; get a chance to win free Ola Auto rides for a month. #AutoBoleTohOlaAuto 
Contest rules: https://t.co/abb9a0bH5N https://t.co/YzLawBMIGw",1
Here's @thetanmay's version of #BulayaKya. What's yours? Get going and share now! #AutoBoleTohOlaAuto https://t.co/JmYr3A3KJd,1
"We're loving your entries, people. Here's @kalyanrath to give you some inspiration! Get going! Don't forget to mention #BulayaKya #AutoBoleTohOlaAuto in your tweet. https://t.co/BXaZT5phAV",1
We are delighted to be the mobility partners at #WeTheWomen hosted by @BDutt and @wethewomenasia . Our women partner Mahejabeen is on special duty today! Seen here with @M_Raj03 Captain of India's Women's Cricket Team! https://t.co/b0keiUHB2Y,1
"Thats Mejabee Sheikh, an @Olacabs driver who is driving our guests around. #WeTheWomen https://t.co/37FAQt7X8i",0
"We are so kicked to see our partner Mehjabeen Sheikh join #WeTheWomen event and interacting with other inspiring women leaders such as @BDUTT , @HarsimratBadal_ and @CKforCleanIndia! More power to you! https://t.co/5MAp1Pomqv",1
"Heres another one to up your creative juices! Send us your quirky version of #BulayaKya memes, and get a chance to win free Ola auto rides for a month! #AutoBoleTohOlaAuto https://t.co/HPMsaRA0Y3",1
@SwanRangs #AutoAndreOlaAuto,0
"We've got just the right dose of #MondayMotivation for you! Share your version of #BulayaKya meme, and get a chance to win free auto rides for a month. Here's @abishmathew to give you some inspiration! #AutoBoleTohOlaAuto https://t.co/Q8W99W5zHu",1
Thank you @olacabs for driving @WeTheWomenAsia - Mahejabeen was wonderful #WeTheWomen https://t.co/IWjjAVi3IY,1
"Here's your chance to win free Ola Auto rides for a month. All you have to do is send us your funny versions of #BulayaKya meme. Get going, people! Last day, today! #AutoBoleTohOlaAuto https://t.co/5UgTFUcOvh",1
"@scotchaholicdev @ShanayaS_ Yes, you should! ??",1
Tip: Did a favour to myself and started getting @Olacabs rental when there are multiple places I need to go to. Can't imagine running errands with all this luggage ?? It kind of turns out cheaper too ??,1
"@ShanayaS_ Great tip, Shanaya! Ola Rentals ftw! ??",1
"The PWA is made beautifully, making you literally forget the actual app. I've been using their PWA for last 3 months without having to install the native app. Kudos to @Olacabs team https://t.co/9RuohjsFsp",1
@bogas04 Thank you! The product team sends their regards.,1
"We are proud to join hands with @ltmhyd to launch Ola Kiosks at key Metro Stations in Hyderabad. Now you can also book your Ola cab at these Kiosks or through #Tsavaari, the official app of @hmrgov. 
#ManaHyderabad #ManaMetro #ManaOla - Read more https://t.co/L98GTYk0QR https://t.co/olliwTL0Do",1
@PinkCityLover This is a great #BulayaKya meme! Congratulations @PinkCityLover! You've won free Ola auto rides for month. Please DM us your email id and we will share the offer code with you. #AutoBoleTohOlaAuto,1
@thoo_hai This is amazing #BulayaKya meme! Congratulations @thoo_hai ! You've won free Ola auto rides for month. Please DM us your email id and we'll share the offer code with you. #AutoBoleTohOlaAuto,1
"@iamachintya_ @iamachintya you nailed #BulayaKya meme! Congratulations, you've won free Ola auto rides for month. Please DM us your email id and we'll share the offer code with you. #AutoBoleTohOlaAuto",1
"@ashwaniguray3 We feel you @ashwaniguray3. This is a great #BulayaKya meme! Congratulations, you've won free Ola auto rides for month. Please DM us your email id and we'll share the offer code with you. #AutoBoleTohOlaAuto",1
@falgunitweets True story @falgunitweets. Congratulations! You've won free Ola auto rides for month. Please DM us your email id and we'll share the offer code with you. #AutoBoleTohOlaAuto,1
"@Olacabs In Kalyan, no auto goes by meter. We all were so frustrated since last 20 years. Thanks to Ola Auto! Instead of 100 Rs now I pay only 35-40 Rs!
I dont hesitate to give tip. Appreciate Ola Auto!!",0
"@falgunitweets Hi @falgunitweets, please DM us your email id.",1
"@ashwaniguray3 Hi @ashwaniguray3, please DM us your email id.",1
"@PinkCityLover Hi @PinkCityLover, please DM us your email id.",1
The sea is calling. #StayTuned https://t.co/fL9Kx560CB,0
Ola joins hands with L&amp;T Metro Rail Hyderabad Ltd (LTMRHL) as a mobility partner for first &amp; last mile connectivity. #HyderabadMetro #HyderabadMetroRail #travel #Ola #OlaMobility #TransformHyderabad,0
"Proud to associate with Bengaluru Midnight Marathon.#RunWithOla, #RunToBenefit and tag @olacabs our transport partner to win race coupon",1
"Excited to announce 'Chalo Befikar', a comprehensive insurance program co-developed with @Olacabs driver partners &amp; @BajajAllianz. As key stakeholders in Indias mobility revolution, a big step to bring them at par with the best of social security schemes!
https://t.co/ExcaSKH4Ph",1
"Took ola ride today in Pune and 70+ year old Bhimrao Patil ji was our guide and he was new to ola world not know much about the aap and navigations what he said to us was ""??? ??? ????? ??? ???? ?? ????"" really feel good that they are earning well from #Ola @Olacabs @bhash https://t.co/VE6ZgtHyfl",1
@raiparas @bhash Touched and humbled! Thanks for sharing... #HeroesOfOla,1
"@ayenume Maybe, we'll sea. ??",0
"@lady_gabbar It's aboat time, don't you agree?",0
@mitt_sush @ola Do you have any other suggestions?,0
Are you ready to be hit by the party wave? Introducing #OlaSundowner the #SunburnPregame https://t.co/4C3amGAnrZ,1
"@VarunmThakur 5,000 retweets and the pass is yours! #OlaSundowner",0
"WeKnowThereAre280Characters,ButWeAreInTheMoodToSaveSomeSpaceToday! #StayTuned .#SpaceIssues.#KeepItLite",0
Help this man out. #OlaInviteVicky https://t.co/az6K4t7c2h,1
@bunny7374 @VarunmThakur It could. Maybe you could start a petition too #OlaInviteMe,0
Yacht-on-demand? I could get used to it... #OlaYacht @Olacabs https://t.co/IC8uBQpNlH,0
@Akshay_goplani How many you got?  #OlaInviteMe #OlaSundowner,0
@SreerajArasa Wa(yach)t you talkin about? #OlaSundowner ??,0
@Ankishj New Year is too far away. We are starting early. #OlaSundowner. https://t.co/uzuuZFaFQY,0
@Akshay_goplani Get started here: https://t.co/7crpagO5Ho #OlaSundowner,0
@Ankishj You can express an interest and we will get it touch: https://t.co/7crpagO5Ho #OlaSundowner,1
@kureleruhi @VarunmThakur You can try your luck here: https://t.co/7crpagO5Ho #OlaSundowner,1
"We are hosting #OlaSundowner, a yacht party in the run-up to the @SunburnFestival. To get yourself an invite, express your interest here https://t.co/tpyMpQ2ukB and we'll get in touch. 
Be there or be square! https://t.co/Xr9q1r6Y0y",1
Embracing mass electric mobility - Nagpur leading the way in partnership with aggregators and manufacturers- A first hand experience of the mobility paradigm shift -Grt days ahead @NITIAayog #EVs https://t.co/9gBM4NnRfA,1
A big panda hug to the newest member of our family! #SayOlaToFoodpanda https://t.co/xtVrYxqbqh,1
Very excited to announce our partnership with @deliveryherocom as we welcome the team of @foodpandaIndia onboard @Olacabs. We aim to create India's best online food service experience with Foodpandas wonderful team! https://t.co/fithklcCkW (1/2),1
Panda is delighted to be a part of the @Olacabs family! #SayOlaToFoodpanda https://t.co/pPl9zITAVx,1
"@VeeraragRamdura Hi Veera, we customize your entertainment experience in #PrimePlay rides based on the city in which the ride is taken. For example, in Chennai, all Prime Play cabs have Tamil radio stations, as well as Tamil music playlist. However it may not be available in other cities. 1/2",1
"@VeeraragRamdura If you had taken a Prime Play ride in Chennai, which didn't have Tamil radio stations, we'd love to look into the same and get it sorted out at the earliest.
We'd really appreciate if you could DM your CRN or registered phone number to help us identify and rectify the issue.",1
Invites to the Yacht Party are out! Follow Olacabs on Instagram for all party updates. https://t.co/RiZZTwhsk6 #OlaSundowner https://t.co/0KgOyBJZ0u,1
"@sky_sarkar ????. We train our partners to be well behaved and professional. If you have a bad experience, leave a constructive feedback via the app. But no racial slurs please, thats pretty uncool.",1
"See myself prefer @Olacabs Play Cabs to hear music and numb pain of traffic. 

Would be fun to see great web series also so i would remain super sticky customer to binge watch it @bhash",1
It was awesome having you on board! #OlaSundowner https://t.co/vBpHsIp2kO,1
Oh hey! This is how we do! #OlaSundowner on a yacht because I'm winning this party season! @OlaCabs @Vaaniofficial @shibanidandekar @Sophie_Choudry #OlaSundowner epic tunes DJ @NUCLEYA! https://t.co/sDqK3OZNG0,1
"What happens when you mix friends, alcohol and a valet who cant drive?
To find out watch till the end! https://t.co/TerD7XWeHt",1
"Introducing the Ola Lite app. Uses less space on your phone, loads fast, works even in low connectivity! #KeepItLite https://t.co/y54iqJdYQq",0
@followshashank1 This is the stuff that makes us love what we do. Thank you.,1
Taking the initiative further..I would like to thank @Olacabs for their fast and quick services in my city..I remember it was heavy rainfall in Kanpur and I was stucked..@Olacabs helped me to reach my home..You made me smile thereafter..Thank you for providing the best services https://t.co/eFp8FDIUL0,1
"Ola Sunburn is here! Get ready to groove to the tunes of top DJs in the planet. Featuring Martin Garrix Afrojack, DJ SNAKE, KSHMR and many more. Watch for this space to win tickets to the SUNBURN Festival! #OlaSunburn https://t.co/CVyU4zuJwk",1
"Watch Nucleya and Siana Catherine drop the bass at the #OlaSundowner, the Sunburn pregame. Kickstart the countdown to 2018 with updates on tickets, contest and everything for an epic new year celebration! #StayTuned #OlaSunburn https://t.co/nK3kAImZ56",0
Here's to a season of joy and celebration. Wishing you all a very happy Christmas. #MerryChristmas https://t.co/JJTJeb90q7,1
"The best way forward is to rewind! So let's welcome 2018 with the Desi Rewind of 2017 @AllIndiaBakchod
As always, the first resolution for the New Year is #PeekeMatChala. https://t.co/J1TYP61d7U",1
"Whats the last type of valet you can think of after a night out? 
Watch till the end to find out. #PeekeMatChala https://t.co/I3YVH4HTPy",0
Behind The Scenes: A day in the life of an @Olacabs taxi driver in Delhi https://t.co/OTDmiy3qo0 via @priyankasahay,0
"Proud to partner with ""Mission Smart Ride"", an initiative by Govt. of Telangana where 524 pubs &amp; bars in Hyderabad will now be able to book an Ola for customers &amp; staff alike via the ""Smart Waiter app"" through Ola's API integration. Hyderabad says #PeekeMatChala https://t.co/Hr1SYFzcIL",1
"Most of us have been there! So, what's your funniest drunk line?  
#PeekeMatChala https://t.co/rfe12hTHqY",1
Dont find yourself in a messy situation. Drive home without drinking. Its better for the nation! #OLASunburnFestival #PeekeMatChala,0
"#DidYouKnow Ola Share has saved 16M litres of fuel this year. That is 4 times more than last year! #Share because #FarakPadtaHai. 
Check out more trivia on #HowIndiaCommutes - https://t.co/uulBCiZETz https://t.co/LJywjmuUSL",1
"#Gurugram. We have partnered with @gurgaonpolice and @NRAI_India to enable a safe ride back home for you on New Year's Eve. 
Now you can also book your ride from dedicated Ola kiosks at key locations in Cyber Hub, MG Road &amp; Sector 29.
Remember, #PeekeMatChala. Always book an Ola.",1
"#DidYouKnow In 2017, Ola Play entertained users for 58,40,000 hours, that is 666 years!
Check out the most played songs on #OlaPlay and more such interesting trivia on #HowIndiaCommutes - https://t.co/uulBCiZETz https://t.co/b2aIH6OOTL",1
"Please don't mix drink and drive.
Gurugram Police wishes you a very Happy New Year 2018
@police_haryana 
@RohtakPolice 
@CPFaridabad 
@Olacabs https://t.co/ZwRjiMHDID",1
"#DidYouKnow In 2017, the total distance covered by Ola Outstation is equal to covering India's road length 53 times! #GhoomoResponsibly
To know the popular outstation destinations of the year, and other trivia on #HowIndiaCommutes, check out  https://t.co/uulBCiZETz https://t.co/P0f2elnFkP",1
"Kudos to @Olacabs and @ola_supports. Continue to serve your customers well, be responsive and responsible, and delight them. Be rest assured, you'll prosper. https://t.co/aYum3dhg0R",1
"@Olacabs @Pune 
My first experience with this wonderful &amp; strong lady driver. 
Keep up the good work??
#WomenEmpowerment #equality https://t.co/AWYh9RoK1w",1
We have partnered  with @ICICIBank for a range of integrated offerings to enhance the mobility experience for you! To learn more - https://t.co/qOgGBZvGHE https://t.co/8Jje4HAUsq,0
#HeroesOfOla https://t.co/ojzdsAw6Wm,0
#HeroesOfOla https://t.co/ojzdsAw6Wm,0
"#IWasNotReadyDa... Too late we're already here! 
Here's @Aravind_SA's ""Guide to Getting in Shape in 7 days"" ft. Ola Auto. #AutoNaOlaAuto https://t.co/fdEfXjf87A",0
"Baby on board! Here's Mr. Shahzaad Khan, our driver partner from Nagpur who ensured timely medical care for one of our customers, as she went into labor in his cab. #HeroesOfOla
Read the full story here - https://t.co/uIGiKUJhCI https://t.co/bwnR6NKiPK",1
"Make a Business plan for @Olacabs's ONLINE Mobility Challenge and stand a chance to win prizes worth INR 1,50,000. Register at https://t.co/TR7CT3vZzS
Deadline: 16th January 2018 
#Summit2018 https://t.co/At9osf6qQg",1
"We are partnering with the West Bengal Government in job creation for the youth in the State. We will be providing 5000 new cabs within the first year, as a part of the MOU. #BengalMeansBusiness 
@Bengalsummit @mamataofficial 
To read more - https://t.co/9qpSPdVGcp https://t.co/muHeMWHY1X",1
"Love solving puzzles? Presenting #GameThursdays
Reply with the correct answer and lucky winners would win Ola vouchers! https://t.co/GZHnLLFFlI",1
@aishatax @TheIndulgeMag @thecorpcommguy Beautiful isnt it! Glad you enjoyed your ride. #LetsPlay,1
"Heres your #MondayMotivation from us!
Take Ola rides using code 'BREATHE' and get a chance to meet @ActorMadhavan, @TheAmitSadh &amp; @SapnaPabbi from @AmazonVideoIN Original 'Breathe.
Not just this, 25 Amazon Fire TV sticks up for grabs! #BreatheOnAmazon @BreatheAmazon https://t.co/6atyG9hMgi",1
Tag that friend who is too cool to follow rules. #ChangeTheCode https://t.co/0syAeD7y6F,1
The nonstop cacophony of blaring horns on the streets. Tag that friend who honks without any rhyme or reason. #ChangeTheCode https://t.co/0riWF1TcKV,1
"This #RepublicDay, let's take a pledge to change our ways and form our own road codes &amp; make our roads a place, we'd all like to ride on.
#OlaRoadCodes https://t.co/vghd0NJmzP",1
"Thank you @Olacabs for your services at Agra 
A family member was hospitalized and your services have proved to be a boon, in terms of ferrying carers to and from the hospital 
Keep up the good work ??????",1
"4G stopped working, I couldnt book the ride in Bangalore today with ola and uber today. @Olacabs offline was life saver. 10/10 marks. This is how you evolve as better product. @bhash ??",1
"A momentous day for us at @Olacabs, as we go International with Australia! Weve begun onboarding driver-partners across Sydney, Melbourne, Perth &amp; look forward to working together with local communities in building mobility for every Australian! https://t.co/GgDEwwkc8n",0
"#Mumbai #Pune In this season of love, we've partnered with @clubmahindra to take you to Paris. 
Ride Ola and get the chance to win an all expenses paid trip to the City of Love! 
To know more https://t.co/GzLmCw4Gyp https://t.co/WxWTlAu89e",1
"Catch all the winning hits from #GRAMMYs 2018 now on your Ola #PrimePlay rides!
#NowPlaying #GRAMMYsWithPrimePlay https://t.co/UsGXnoS7sz",1
"#GameThursdays is back! 
Reply with the correct answer and lucky winners would win Ola vouchers! https://t.co/MSVcV0Ek64",1
15 #transport and #tech companies sign the Shared Mobility Principles for #LivableCities https://t.co/JmB8EVmqOS https://t.co/rgVgB0ufie,1
"Happy to sign a MoU with the Government of Assam at @advantageassam to pilot water taxis in Guwahati. 
@CMOfficeAssam @cmpatowary 
To read more - https://t.co/ajW3MD54Mh https://t.co/P91EXLdKEz",1
Ever loved a song that never got the recognition it truly deserved? Share your favourite hits from 2017 that shouldve won a Grammy and lucky winners would win Ola Prime Play vouchers! #GrammysWithPrimePlay https://t.co/aFYri45h98,1
"After a tiring day at work, you book a cab..you board the cab and the driver just knows how to make you smile by putting on @shreyaghoshal playlist w/o even me telling him and that too #humnasheen sometimes these little things make the difference
#OlaCab #ShreyaGhoshalFanForever",1
"We had a lot of fun at #OlaSunburn 2017. @SunburnFestival 
For those who couldnt make it, heres a quick recap! And as always, #PeekeMatChala https://t.co/9zOfrx6CYW",1
"#Bengaluru We support #LessTrafficDay, an initiative by the Government of Karnataka to curb pollution &amp; congestion in the city. 
This Sunday, #DoYourShare by leaving your cars at home and taking the public transport instead. https://t.co/awn16oRbpA",1
"Now book an Ola right from your @hikeapp 

We're partnering with @Olacabs to bring you a seamless, lightweight experience integrated into Hike! ??

https://t.co/Wahdh9mftR",0
"This #ValentinesDay, celebrate being single. Take an Ola Prime Play and enjoy the musical ride with a medley of songs, #PlayedWithLove especially for you.
#HappilySingle https://t.co/AN7a8WNW8h",1
